 3.943375e-06 -7.402689e+01 7.589217e-03 7.659284e-01 7.665366e-01 8.579330e-05 5.975980e-01 9.970914e-01 7.821032e-01 1.081758e-03 9.490328e-01 3.629572e-04 9.666367e-01 7.141971e-03 1.314493e-03 5.304183e-02 9.180240e-02 8.267085e-05 9.997705e-01 2.298379e-01 2.832665e-04 9.912035e-01 1.995331e-01 2.274085e-04 9.955813e-01 2.046734e-01 1.560187e-04 9.985992e-01 2.136255e-01 6.134873e-03 6.050395e-03 5.937506e-03 5.849157e-03 8.302387e+00 8.457259e+00 1.364182e+02 1.671682e-04 1.748126e-04 1.735100e-04 1.713976e-04 1.685656e-04 6.310411e-01 6.261079e-01 6.197875e-01 6.159346e-01 -5.750000e+02 -1.734188e-02 -2.573512e-02 5.267948e-02 6.008233e-03 2.744759e-02 2.958638e-04 2.195856e+01 0.000000e+00 1.047374e-01 -1.618227e+00 -8.941161e+00 -1.663930e+01 5.011276e-01 1.309004e+01 -1.291840e+01 2.265269e-06 1.423182e-07 3.414453e-07 3.874431e-07 -6.598596e-06 -1.934151e-05 -3.140655e-05 -6.302351e-07 1.916269e-06 5.703866e-06 9.410483e-06 1.844465e-07
 7.886749e-06 -7.398120e+01 7.609999e-03 7.659238e-01 7.665355e-01 8.580271e-05 5.975980e-01 9.970914e-01 7.821032e-01 1.081804e-03 9.490326e-01 3.629603e-04 9.666368e-01 7.142012e-03 1.314467e-03 5.304200e-02 9.180240e-02 8.548599e-05 9.997705e-01 2.298375e-01 2.859294e-04 9.912033e-01 1.995330e-01 2.295617e-04 9.955812e-01 2.046732e-01 1.575123e-04 9.985991e-01 2.136253e-01 6.134573e-03 6.050101e-03 5.937218e-03 5.848875e-03 8.302393e+00 8.457259e+00 1.364182e+02 1.671663e-04 1.748168e-04 1.735140e-04 1.714015e-04 1.685656e-04 6.310519e-01 6.261185e-01 6.197978e-01 6.159347e-01 -5.750000e+02 -1.743422e-02 -2.572811e-02 5.287700e-02 6.030634e-03 2.752303e-02 2.969674e-04 2.200024e+01 0.000000e+00 1.050259e-01 -1.615808e+00 -8.938390e+00 -1.663548e+01 5.011233e-01 1.309693e+01 -1.290137e+01 2.342480e-06 1.436588e-07 3.446848e-07 3.911594e-07 -6.597240e-06 -1.933752e-05 -3.140010e-05 -6.301640e-07 1.916302e-06 5.703962e-06 9.410639e-06 1.844465e-07
 1.183012e-05 -7.393551e+01 7.636215e-03 7.659174e-01 7.665340e-01 8.581570e-05 5.975979e-01 9.970914e-01 7.821032e-01 1.081868e-03 9.490323e-01 3.629645e-04 9.666368e-01 7.142067e-03 1.314442e-03 5.304216e-02 9.180239e-02 8.829842e-05 9.997705e-01 2.298372e-01 2.885920e-04 9.912032e-01 1.995328e-01 2.317147e-04 9.955812e-01 2.046730e-01 1.590057e-04 9.985991e-01 2.136250e-01 6.134274e-03 6.049806e-03 5.936931e-03 5.848592e-03 8.302399e+00 8.457259e+00 1.364182e+02 1.671644e-04 1.748209e-04 1.735181e-04 1.714055e-04 1.685656e-04 6.310626e-01 6.261290e-01 6.198081e-01 6.159349e-01 -5.750000e+02 -1.761721e-02 -2.572321e-02 5.307615e-02 6.053065e-03 2.759824e-02 2.980731e-04 2.204165e+01 0.000000e+00 1.053137e-01 -1.613389e+00 -8.935620e+00 -1.663165e+01 5.011191e-01 1.310381e+01 -1.288435e+01 2.419546e-06 1.449992e-07 3.479236e-07 3.948751e-07 -6.595884e-06 -1.933353e-05 -3.139364e-05 -6.300928e-07 1.916334e-06 5.704058e-06 9.410796e-06 1.844466e-07
 2.156886e-05 -7.382271e+01 7.715940e-03 7.658951e-01 7.665289e-01 8.586152e-05 5.975976e-01 9.970914e-01 7.821032e-01 1.082092e-03 9.490315e-01 3.629793e-04 9.666370e-01 7.142258e-03 1.314380e-03 5.304257e-02 9.180239e-02 9.523374e-05 9.997705e-01 2.298363e-01 2.951668e-04 9.912029e-01 1.995324e-01 2.370311e-04 9.955809e-01 2.046725e-01 1.626935e-04 9.985990e-01 2.136244e-01 6.133534e-03 6.049079e-03 5.936220e-03 5.847895e-03 8.302414e+00 8.457259e+00 1.364182e+02 1.671598e-04 1.748311e-04 1.735282e-04 1.714153e-04 1.685656e-04 6.310891e-01 6.261551e-01 6.198336e-01 6.159353e-01 -5.750000e+02 -1.819935e-02 -2.571635e-02 5.357219e-02 6.108544e-03 2.778311e-02 3.008092e-04 2.214282e+01 0.000000e+00 1.060215e-01 -1.607418e+00 -8.928782e+00 -1.662221e+01 5.011088e-01 1.312079e+01 -1.284240e+01 2.609508e-06 1.483089e-07 3.559214e-07 4.040504e-07 -6.592537e-06 -1.932368e-05 -3.137769e-05 -6.299166e-07 1.916415e-06 5.704295e-06 9.411182e-06 1.844467e-07
 3.130761e-05 -7.370993e+01 7.813237e-03 7.658629e-01 7.665217e-01 8.592839e-05 5.975970e-01 9.970913e-01 7.821032e-01 1.082420e-03 9.490303e-01 3.630007e-04 9.666371e-01 7.142532e-03 1.314317e-03 5.304298e-02 9.180238e-02 1.021531e-04 9.997704e-01 2.298355e-01 3.017399e-04 9.912025e-01 1.995319e-01 2.423462e-04 9.955807e-01 2.046720e-01 1.663803e-04 9.985990e-01 2.136238e-01 6.132794e-03 6.048352e-03 5.935510e-03 5.847197e-03 8.302429e+00 8.457259e+00 1.364182e+02 1.671553e-04 1.748414e-04 1.735382e-04 1.714251e-04 1.685657e-04 6.311156e-01 6.261811e-01 6.198590e-01 6.159356e-01 -5.750000e+02 -1.893352e-02 -2.571444e-02 5.407238e-02 6.164102e-03 2.796673e-02 3.035505e-04 2.224242e+01 0.000000e+00 1.067252e-01 -1.601447e+00 -8.921945e+00 -1.661277e+01 5.010986e-01 1.313773e+01 -1.280054e+01 2.799126e-06 1.516183e-07 3.639184e-07 4.132246e-07 -6.589189e-06 -1.931383e-05 -3.136175e-05 -6.297399e-07 1.916495e-06 5.704532e-06 9.411568e-06 1.844468e-07
 4.104635e-05 -7.359719e+01 7.921828e-03 7.658205e-01 7.665123e-01 8.601686e-05 5.975962e-01 9.970913e-01 7.821032e-01 1.082854e-03 9.490287e-01 3.630290e-04 9.666372e-01 7.142892e-03 1.314255e-03 5.304338e-02 9.180237e-02 1.090562e-04 9.997704e-01 2.298346e-01 3.083114e-04 9.912022e-01 1.995315e-01 2.476599e-04 9.955805e-01 2.046715e-01 1.700662e-04 9.985989e-01 2.136232e-01 6.132054e-03 6.047625e-03 5.934800e-03 5.846500e-03 8.302444e+00 8.457259e+00 1.364182e+02 1.671508e-04 1.748516e-04 1.735483e-04 1.714349e-04 1.685657e-04 6.311421e-01 6.262071e-01 6.198844e-01 6.159360e-01 -5.750000e+02 -1.970936e-02 -2.571930e-02 5.457832e-02 6.219773e-03 2.814910e-02 3.062990e-04 2.234047e+01 0.000000e+00 1.074246e-01 -1.595479e+00 -8.915110e+00 -1.660333e+01 5.010886e-01 1.315465e+01 -1.275878e+01 2.988273e-06 1.549271e-07 3.719140e-07 4.223972e-07 -6.585842e-06 -1.930399e-05 -3.134581e-05 -6.295627e-07 1.916576e-06 5.704769e-06 9.411954e-06 1.844469e-07
 5.078509e-05 -7.348449e+01 8.037433e-03 7.657679e-01 7.665007e-01 8.612710e-05 5.975951e-01 9.970912e-01 7.821033e-01 1.083395e-03 9.490268e-01 3.630643e-04 9.666373e-01 7.143336e-03 1.314192e-03 5.304377e-02 9.180236e-02 1.159428e-04 9.997704e-01 2.298338e-01 3.148813e-04 9.912019e-01 1.995311e-01 2.529724e-04 9.955803e-01 2.046710e-01 1.737512e-04 9.985988e-01 2.136226e-01 6.131315e-03 6.046898e-03 5.934090e-03 5.845802e-03 8.302458e+00 8.457259e+00 1.364182e+02 1.671464e-04 1.748618e-04 1.735583e-04 1.714446e-04 1.685657e-04 6.311685e-01 6.262331e-01 6.199098e-01 6.159364e-01 -5.750000e+02 -2.055136e-02 -2.573065e-02 5.508996e-02 6.275558e-03 2.833021e-02 3.090545e-04 2.243697e+01 0.000000e+00 1.081199e-01 -1.589511e+00 -8.908278e+00 -1.659389e+01 5.010787e-01 1.317153e+01 -1.271711e+01 3.176968e-06 1.582354e-07 3.799082e-07 4.315683e-07 -6.582495e-06 -1.929414e-05 -3.132988e-05 -6.293850e-07 1.916656e-06 5.705006e-06 9.412340e-06 1.844470e-07
 6.898132e-05 -7.327400e+01 8.263892e-03 7.656427e-01 7.664734e-01 8.639135e-05 5.975923e-01 9.970911e-01 7.821035e-01 1.084695e-03 9.490222e-01 3.631496e-04 9.666376e-01 7.144391e-03 1.314076e-03 5.304449e-02 9.180235e-02 1.287661e-04 9.997704e-01 2.298322e-01 3.271524e-04 9.912012e-01 1.995303e-01 2.628948e-04 9.955799e-01 2.046701e-01 1.806338e-04 9.985987e-01 2.136214e-01 6.129934e-03 6.045540e-03 5.932764e-03 5.844500e-03 8.302484e+00 8.457259e+00 1.364182e+02 1.671383e-04 1.748809e-04 1.735771e-04 1.714629e-04 1.685657e-04 6.312180e-01 6.262817e-01 6.199573e-01 6.159371e-01 -5.750000e+02 -2.226776e-02 -2.576895e-02 5.606156e-02 6.380111e-03 2.866525e-02 3.142223e-04 2.261316e+01 0.000000e+00 1.094078e-01 -1.578367e+00 -8.895517e+00 -1.657626e+01 5.010605e-01 1.320298e+01 -1.263950e+01 3.528342e-06 1.644153e-07 3.948416e-07 4.486997e-07 -6.576243e-06 -1.927575e-05 -3.130012e-05 -6.290516e-07 1.916806e-06 5.705449e-06 9.413061e-06 1.844472e-07
 8.717756e-05 -7.306363e+01 8.500969e-03 7.654825e-01 7.664385e-01 8.673134e-05 5.975886e-01 9.970910e-01 7.821037e-01 1.086371e-03 9.490163e-01 3.632603e-04 9.666378e-01 7.145734e-03 1.313959e-03 5.304519e-02 9.180233e-02 1.415324e-04 9.997703e-01 2.298306e-01 3.394179e-04 9.912006e-01 1.995295e-01 2.728126e-04 9.955796e-01 2.046691e-01 1.875132e-04 9.985985e-01 2.136202e-01 6.128553e-03 6.044183e-03 5.931439e-03 5.843198e-03 8.302509e+00 8.457259e+00 1.364182e+02 1.671305e-04 1.749000e-04 1.735959e-04 1.714811e-04 1.685658e-04 6.312674e-01 6.263303e-01 6.200048e-01 6.159377e-01 -5.750000e+02 -2.424402e-02 -2.582958e-02 5.705439e-02 6.485097e-03 2.899594e-02 3.194164e-04 2.278404e+01 0.000000e+00 1.106813e-01 -1.567227e+00 -8.882764e+00 -1.655864e+01 5.010429e-01 1.323433e+01 -1.256222e+01 3.878150e-06 1.705935e-07 4.097704e-07 4.658258e-07 -6.569993e-06 -1.925737e-05 -3.127037e-05 -6.287163e-07 1.916956e-06 5.705891e-06 9.413781e-06 1.844474e-07
 1.053738e-04 -7.285338e+01 8.745681e-03 7.652880e-01 7.663962e-01 8.714693e-05 5.975840e-01 9.970908e-01 7.821041e-01 1.088424e-03 9.490091e-01 3.633970e-04 9.666380e-01 7.147361e-03 1.313842e-03 5.304588e-02 9.180231e-02 1.542421e-04 9.997703e-01 2.298290e-01 3.516777e-04 9.912000e-01 1.995287e-01 2.827258e-04 9.955792e-01 2.046682e-01 1.943893e-04 9.985984e-01 2.136191e-01 6.127173e-03 6.042827e-03 5.930114e-03 5.841897e-03 8.302534e+00 8.457259e+00 1.364182e+02 1.671229e-04 1.749191e-04 1.736147e-04 1.714994e-04 1.685658e-04 6.313168e-01 6.263788e-01 6.200522e-01 6.159384e-01 -5.750000e+02 -2.632806e-02 -2.591234e-02 5.806956e-02 6.590568e-03 2.932230e-02 3.246370e-04 2.294969e+01 0.000000e+00 1.119406e-01 -1.556093e+00 -8.870018e+00 -1.654103e+01 5.010257e-01 1.326556e+01 -1.248526e+01 4.226414e-06 1.767697e-07 4.246947e-07 4.829466e-07 -6.563744e-06 -1.923899e-05 -3.124064e-05 -6.283793e-07 1.917106e-06 5.706333e-06 9.414501e-06 1.844476e-07
